486,289,681
330,296,703
684,356,830
319,769,905
455,503,721
250,137,233
847,545,393
280,53,617
456,183,257
902,355,89
762,190,980
548,834,51
181,574,802
558,537,686
629,772,1002
424,893,614
844,28,44
11,819,90
200,404,773
426,61,160
535,617,145
32,702,357
580,446,433
405,16,510
278,258,231
445,162,837
772,262,396
373,283,74
723,467,28
401,239,455
79,96,85
538,731,295
576,133,714
549,16,484
711,254,750
42,683,566
886,625,666
633,9,852
859,14,424
140,941,906
386,502,553
457,268,36
933,636,325
814,155,621
141,803,709
625,951,818
321,131,429
709,361,784
458,141,861
874,467,240
327,850,325
127,836,697
133,222,283
818,73,899
398,101,888
916,849,40
994,446,464
416,637,160
596,701,588
259,502,267
314,336,983
410,397,195
163,177,244
305,527,800
287,828,270
645,31,5
636,871,447
354,758,845
69,633,668
679,91,422
834,510,788
936,455,616
680,505,31
720,470,448
238,69,911
266,958,471
91,828,748
836,854,750
863,249,537
55,951,258
658,334,444
944,955,395
407,213,624
381,101,822
125,369,478
492,457,418
803,16,266
901,153,205
431,219,905
946,507,208
704,423,978
295,845,372
879,828,556
213,781,250
919,604,306
38,684,915
861,826,498
899,50,689
126,61,294
24,125,488
840,441,103
977,446,911
102,15,29
116,169,312
436,887,251
951,423,445
121,1000,16
385,743,374
48,904,57
172,882,686
318,781,603
325,547,663
881,7,750
264,933,825
146,879,596
44,848,984
505,393,795
87,609,358
377,642,342
531,487,624
985,889,454
852,385,94
346,684,571
404,446,882
227,404,333
988,727,541
165,100,276
336,987,323
601,306,583
917,151,771
473,758,534
448,494,856
108,527,267
857,94,282
156,704,658
459,162,483
281,996,581
208,113,857
155,454,884
588,311,727
758,141,838
986,588,586
384,283,657
802,850,781
649,728,516
807,156,919
537,484,885
504,344,622
738,251,509
560,379,777
545,609,510
357,150,652
207,943,797
889,91,506
612,743,717
712,706,446
532,640,929
260,1002,889
154,446,575
853,250,959
64,5,36
435,956,751
340,513,35
514,961,385
749,481,160
488,965,980
525,365,517
894,981,198
953,835,773
187,375,529
674,562,768
344,748,371
378,597,410
904,661,680
369,802,440
569,169,750
276,418,806
691,411,836
267,621,111
783,42,866
938,762,16
534,882,34
23,28,201
543,535,184
98,69,388
296,141,888
461,50,981
198,487,419
708,146,220
262,113,152
311,418,496
980,16,672
161,562,424
403,699,287
540,361,29
177,59,740
727,1,547
794,712,503
819,183,30
779,747,272
757,457,906
298,1003,32
92,868,509
930,754,949
450,212,76
646,624,806
15,131,908
481,266,136
997,389,44
869,277,823
432,633,37
696,967,70
503,557,3
261,110,792
329,221,307
180,862,241
565,868,233
396,980,740
496,505,82
36,460,982
443,138,129
