643,239,272
644,96,734
647,731,875
650,133,272
651,16,592
652,254,91
653,683,125
655,625,647
656,9,368
657,14,660
659,941,960
660,502,841
662,268,481
663,636,289
664,155,893
666,803,136
668,951,280
670,131,665
672,361,766
673,141,17
675,467,543
676,850,289
677,836,697
678,222,863
685,73,161
686,101,55
687,849,649
688,446,431
690,637,721
692,701,17
693,502,481
697,336,190
699,397,897
700,177,629
701,527,705
702,828,527
705,31,313
706,871,918
707,758,896
710,633,772
713,91,969
715,510,859
716,455,196
717,505,632
718,470,821
719,69,682
722,958,700
724,828,48
725,854,91
726,249,2
729,951,505
731,334,645
734,955,317
735,213,722
736,101,442
737,369,370
739,457,106
740,16,338
744,153,362
746,219,635
747,507,129
748,423,280
750,845,969
752,828,406
754,781,190
755,604,998
756,684,641
759,826,446
760,50,539
763,61,682
765,125,92
767,441,548
768,446,682
769,15,117
774,169,784
778,887,292
780,423,390
781,1000,814
782,743,647
784,904,960
785,882,316
786,781,784
787,547,403
788,7,91
792,933,283
795,879,354
797,848,45
799,393,17
804,609,65
806,642,424
809,487,722
812,889,190
813,385,705
815,684,787
816,446,928
821,404,112
822,727,829
823,100,100
825,987,964
826,306,606
827,151,706
828,758,242
829,494,814
830,527,481
831,94,313
832,704,507
833,162,521
835,996,975
838,113,786
842,454,841
845,311,875
846,141,229
848,588,694
850,283,825
854,850,632
855,728,547
856,156,362
858,484,345
860,344,401
862,251,334
864,379,35
866,609,283
867,150,68
868,943,969
870,91,629
871,743,548
873,706,131
875,640,777
876,1002,631
877,446,595
882,250,359
883,5,481
885,956,267
887,513,292
888,961,710
890,481,721
891,965,777
895,365,978
898,981,102
900,835,399
905,375,738
906,562,647
907,748,829
908,597,994
909,661,652
913,802,994
914,169,91
920,418,273
924,411,414
926,621,623
928,42,258
931,762,814
932,882,422
934,28,686
937,535,232
939,69,665
942,141,55
947,50,392
948,487,427
949,146,67
952,113,629
954,418,65
955,16,936
956,562,660
957,699,38
959,361,117
961,59,764
963,1,94
964,712,45
965,183,376
967,747,647
968,457,960
969,1003,48
971,868,334
972,754,527
973,212,351
974,624,273
975,131,996
978,266,902
979,389,65
981,277,972
983,633,100
984,967,649
987,557,4
989,110,663
990,221,112
991,862,323
993,868,465
995,980,764
998,505,687
999,460,404
1000,138,148
