443,10,428,6770,ordered
744,10,480,8121,shipped
269,11,678,5087,delivered
630,11,357,5312,delivered
239,11,386,3231,ordered
516,11,858,1733,delivered
584,11,757,7012,shipped
644,12,733,2486,shipped
573,12,913,5743,ordered
285,12,823,6979,shipped
988,12,722,7347,ordered
616,13,482,3446,shipped
830,13,61,8367,delivered
597,13,985,8970,delivered
783,13,647,9486,shipped
567,13,121,7914,delivered
320,13,134,4791,delivered
465,13,601,1033,ordered
282,13,31,3633,ordered
685,13,895,813,delivered
350,13,171,3583,ordered
414,13,248,8675,delivered
504,13,812,7340,ordered
575,13,806,675,delivered
978,13,84,4842,ordered
38,13,760,819,ordered
485,14,635,7498,delivered
921,14,115,6496,delivered
182,14,66,422,ordered
450,14,554,7370,shipped
670,14,189,3092,ordered
535,14,634,8169,shipped
369,14,204,4441,ordered
383,14,886,452,ordered
686,14,415,3143,shipped
105,14,732,9639,ordered
681,14,461,3617,delivered
317,15,612,637,delivered
716,15,394,9781,shipped
238,15,456,2022,delivered
521,15,884,7216,shipped
527,16,215,1353,ordered
57,16,550,3710,shipped
307,16,181,6398,delivered
699,16,475,4702,ordered
384,16,950,3750,shipped
347,16,459,2010,shipped
406,16,75,945,ordered
532,16,32,2450,shipped
103,16,788,3044,ordered
434,16,926,5351,delivered
216,16,544,3090,shipped
370,16,291,8252,delivered
580,16,660,8831,ordered
774,16,346,1915,delivered
491,16,8,8702,delivered
712,16,327,2755,ordered
766,17,469,5716,shipped
790,17,944,8740,delivered
387,18,504,2305,ordered
383,18,386,452,delivered
305,18,882,4400,delivered
411,18,446,2552,delivered
495,18,214,2713,shipped
412,18,589,4839,ordered
178,18,797,1611,ordered
256,18,623,6735,shipped
240,18,304,3433,shipped
375,18,30,5941,delivered
372,18,361,7748,ordered
705,18,275,7040,delivered
542,19,25,2449,delivered
414,19,690,8675,ordered
830,19,374,8367,delivered
21,20,770,9001,delivered
356,20,62,9403,shipped
623,20,760,8615,shipped
836,20,430,3252,ordered
75,20,142,3917,ordered
824,20,789,633,ordered
230,20,134,5505,delivered
69,20,137,6109,shipped
213,21,460,9720,shipped
603,21,433,4282,delivered
825,21,838,9009,shipped
538,21,383,1529,delivered
486,21,305,2250,delivered
932,21,415,412,delivered
307,21,537,6398,shipped
710,21,661,5260,delivered
564,21,702,5968,ordered
377,21,712,3442,ordered
585,21,706,9059,ordered
509,21,429,9544,delivered
626,21,358,1466,delivered
159,21,430,828,shipped
796,21,8,8187,shipped
250,21,500,6095,shipped
858,22,490,9879,shipped
418,22,87,3151,delivered
207,22,516,4951,delivered
502,22,124,6137,shipped
337,22,880,351,delivered
229,22,824,3241,ordered
76,22,990,149,delivered
962,22,812,1925,ordered
531,22,779,7364,ordered
495,22,820,2713,delivered
846,23,79,5761,shipped
763,23,341,4780,ordered
341,23,148,3878,delivered
632,23,337,9920,ordered
951,23,223,5990,shipped
380,23,575,667,shipped
481,23,190,6838,ordered
670,23,297,3092,delivered
688,24,140,1543,shipped
215,24,593,496,delivered
513,24,709,7374,delivered
346,24,502,4878,ordered
765,24,618,8495,delivered
970,24,472,7609,shipped
229,24,944,3241,delivered
375,24,785,5941,shipped
739,24,718,1043,ordered
112,24,167,9167,delivered
451,25,656,2764,delivered
554,25,261,1058,ordered
781,25,285,7919,shipped
342,25,630,642,delivered
537,25,785,8549,ordered
648,25,84,472,ordered
158,25,306,4030,ordered
640,25,572,4281,delivered
982,25,440,2949,ordered
670,25,352,3092,delivered
448,25,707,9185,shipped
621,25,538,1726,ordered
598,25,938,2230,ordered
722,25,83,531,ordered
750,25,729,4437,ordered
991,25,425,9696,ordered
22,25,79,1163,shipped
691,26,365,8475,ordered
905,26,220,1307,ordered
239,26,794,3231,shipped
481,26,373,6838,shipped
100,26,4,5899,delivered
660,26,823,3289,shipped
494,26,857,6129,delivered
447,26,328,6835,ordered
152,26,84,6121,ordered
722,26,333,531,ordered
697,26,584,2036,ordered
394,26,967,8604,ordered
701,26,840,9123,delivered
271,27,703,9439,ordered
223,27,965,4939,shipped
164,27,308,1325,delivered
636,27,988,1796,shipped
806,27,6,6716,shipped
406,27,258,945,shipped
301,27,237,6256,delivered
102,27,105,2691,ordered
845,27,612,6171,delivered
40,27,721,3459,shipped
684,27,352,3982,delivered
491,27,457,8702,ordered
300,27,562,5158,delivered
888,27,245,1889,delivered
732,27,846,7950,shipped
734,28,507,168,ordered
685,28,637,813,ordered
529,28,122,6292,delivered
929,28,189,9884,shipped
68,28,888,2914,shipped
521,28,422,7216,delivered
911,28,362,8418,delivered
708,28,952,781,delivered
310,28,906,863,ordered
20,28,285,8604,delivered
247,28,950,5750,delivered
97,28,487,1250,shipped
473,28,134,8759,ordered
233,29,244,2766,shipped
48,29,861,6501,ordered
619,29,921,2238,shipped
965,29,239,2662,ordered
253,29,833,744,delivered
109,29,307,7840,ordered
571,29,538,6228,ordered
819,29,609,670,delivered
552,30,569,7649,delivered
7,31,258,3273,ordered
134,31,89,2438,shipped
894,31,689,7053,ordered
417,31,105,7834,delivered
330,31,562,2449,ordered
148,31,772,3686,shipped
388,31,300,6900,shipped
906,31,213,2372,ordered
953,31,897,9334,shipped
911,31,707,8418,ordered
503,31,835,2092,ordered
123,31,430,4860,shipped
869,31,519,6682,ordered
431,32,682,1272,delivered
17,32,612,8759,delivered
673,32,222,1261,delivered
139,32,557,2598,shipped
687,32,72,3845,shipped
96,32,794,8017,delivered
477,32,521,139,delivered
884,32,479,9564,shipped
781,32,343,7919,shipped
979,32,820,6250,delivered
191,33,931,9451,ordered
83,33,318,7409,delivered
422,33,192,9114,delivered
133,33,924,2265,ordered
600,33,410,3035,ordered
638,34,682,32,shipped
364,34,635,7508,shipped
282,34,537,3633,shipped
644,34,607,2486,ordered
188,34,196,7999,ordered
269,34,198,5087,shipped
81,34,902,1308,delivered
271,34,619,9439,delivered
536,34,595,8214,shipped
388,34,152,6900,delivered
496,34,764,5019,ordered
663,34,355,5788,shipped
398,34,844,8416,delivered
632,34,188,9920,ordered
518,34,600,5439,delivered
202,34,11,2725,shipped
31,35,489,6830,ordered
937,35,32,5955,delivered
503,35,423,2092,ordered
624,35,982,2084,ordered
703,35,396,555,shipped
157,35,486,6419,ordered
261,35,856,1987,delivered
362,35,146,3643,delivered
691,35,232,8475,delivered
742,35,43,1217,ordered
570,35,90,1984,ordered
671,35,938,4966,ordered
82,35,792,337,delivered
430,35,415,1932,shipped
888,36,314,1889,delivered
619,37,743,2238,shipped
69,37,710,6109,delivered
701,37,415,9123,shipped
85,37,632,6404,ordered
213,37,752,9720,shipped
890,37,768,3022,shipped
418,37,192,3151,ordered
957,37,509,4746,delivered
984,37,910,1930,ordered
643,37,139,7014,delivered
142,37,189,9586,shipped
697,37,739,2036,delivered
837,37,417,6220,shipped
956,37,352,8078,delivered
73,37,490,5716,shipped
212,37,458,3307,shipped
122,37,721,7882,ordered
230,37,706,5505,delivered
617,38,413,9695,shipped
426,38,305,3149,shipped
910,38,317,6703,delivered
509,38,785,9544,delivered
673,38,477,1261,delivered
330,38,472,2449,delivered
799,38,212,7461,ordered
230,38,170,5505,delivered
912,38,309,9008,shipped
207,39,121,4951,delivered
684,39,564,3982,ordered
719,39,107,457,ordered
407,39,288,9771,ordered
198,39,992,4994,delivered
75,39,477,3917,ordered
766,39,119,5716,delivered
408,39,517,8393,shipped
509,39,723,9544,delivered
655,39,794,8927,delivered
696,39,529,448,delivered
194,39,676,9097,ordered
518,39,375,5439,shipped
88,39,20,8261,shipped
257,39,560,4376,delivered
884,40,629,9564,delivered
311,40,985,7626,ordered
94,40,284,6863,delivered
403,40,148,904,ordered
905,40,701,1307,delivered
629,40,627,8056,ordered
437,40,885,9952,shipped
147,40,82,9518,ordered
291,40,489,606,delivered
782,40,463,8958,shipped
827,40,669,7735,ordered
475,40,304,9394,shipped
290,40,878,1596,ordered
363,40,514,8656,delivered
382,40,426,2075,delivered
922,41,316,5755,delivered
348,41,588,9435,ordered
731,42,435,720,delivered
479,42,778,3457,delivered
747,42,437,5120,shipped
366,42,465,3527,delivered
115,42,47,8445,delivered
700,42,756,5816,ordered
706,42,602,6700,shipped
592,42,355,8639,ordered
288,42,239,8983,shipped
533,42,683,1207,ordered
553,42,226,9521,shipped
293,42,993,1989,delivered
823,42,493,8569,ordered
106,42,848,3791,shipped
191,42,514,9451,shipped
850,42,304,6709,ordered
402,42,54,1170,shipped
1000,43,975,9177,shipped
339,43,429,7830,ordered
718,43,743,5603,ordered
493,43,336,6273,shipped
207,43,938,4951,shipped
793,43,778,115,shipped
598,43,406,2230,shipped
738,43,129,7435,ordered
77,43,798,3679,ordered
349,43,219,8288,shipped
968,43,974,7523,delivered
274,43,255,4027,ordered
829,43,166,1285,delivered
444,43,431,1156,ordered
142,43,809,9586,ordered
260,43,670,7708,shipped
168,43,309,6453,shipped
900,44,577,9671,ordered
570,44,483,1984,delivered
933,44,739,6026,ordered
147,44,626,9518,ordered
36,44,55,1890,shipped
599,44,734,6660,shipped
72,44,722,8776,ordered
121,44,574,8550,ordered
546,44,187,2292,shipped
642,44,32,2740,ordered
251,44,840,7302,ordered
709,44,51,378,delivered
741,44,980,3323,delivered
409,44,51,7453,delivered
107,44,928,1841,delivered
110,44,648,3382,shipped
289,44,121,4947,shipped
873,44,955,8552,delivered
87,44,936,2459,ordered
275,44,745,4557,delivered
15,45,883,2782,shipped
579,45,855,2623,delivered
728,45,636,4408,shipped
413,45,25,6220,shipped
821,45,758,6797,ordered
964,45,281,2383,ordered
876,45,501,5012,ordered
331,45,841,178,delivered
897,45,13,5832,ordered
670,45,327,3092,ordered
135,45,233,6912,shipped
578,45,926,1211,shipped
471,45,603,1270,delivered
530,45,885,5921,shipped
419,45,385,3236,shipped
427,45,219,7326,ordered
362,45,987,3643,delivered
418,45,328,3151,shipped
82,45,897,337,delivered
978,45,942,4842,shipped
299,46,875,364,delivered
639,46,740,4652,delivered
158,46,449,4030,delivered
988,46,204,7347,ordered
987,46,924,9087,delivered
522,46,822,8333,shipped
991,46,554,9696,shipped
199,46,599,9705,shipped
168,47,209,6453,shipped
281,47,154,3625,ordered
934,47,48,3903,ordered
79,47,937,7268,delivered
219,48,309,8520,ordered
874,48,156,6148,ordered
939,48,16,9961,shipped
170,48,653,7923,shipped
590,48,564,3924,ordered
12,48,908,7551,ordered
195,49,76,7660,delivered
25,49,580,9909,delivered
84,49,881,4374,shipped
324,49,684,5539,ordered
366,49,239,3527,ordered
5,50,125,38,delivered
750,50,530,4437,delivered
839,50,277,2543,shipped
197,50,923,4502,delivered
651,50,270,5366,ordered
36,50,13,1890,ordered
172,50,814,6511,delivered
433,50,857,6311,shipped
611,50,669,8854,shipped
373,50,51,2277,delivered
735,50,707,6296,shipped
905,50,241,1307,delivered
418,50,204,3151,shipped
850,50,871,6709,shipped
743,50,889,5277,ordered
439,50,974,7084,delivered
389,51,904,6042,shipped
338,51,832,1964,shipped
693,51,853,3744,delivered
22,51,396,1163,ordered
923,51,519,9274,shipped
840,51,810,414,shipped
6,51,459,8008,ordered
898,51,664,3000,delivered
771,51,362,7051,shipped
321,52,532,8123,shipped
547,52,888,6026,delivered
748,52,523,3594,ordered
688,52,842,1543,shipped
446,52,804,4955,ordered
131,52,172,8585,shipped
427,53,158,7326,shipped
513,53,898,7374,delivered
603,53,853,4282,delivered
64,53,812,9462,ordered
357,53,283,9903,shipped
492,53,717,4191,ordered
23,53,131,5382,shipped
18,53,617,3337,delivered
636,53,664,1796,shipped
983,53,556,8577,delivered
585,54,718,9059,shipped
297,54,513,8339,ordered
18,54,251,3337,delivered
960,54,985,986,shipped
980,54,112,3436,delivered
397,54,130,375,ordered
751,54,426,5275,delivered
640,54,337,4281,ordered
684,54,252,3982,shipped
665,54,375,9481,ordered
892,55,621,4724,ordered
548,55,636,2879,ordered
272,55,807,4119,delivered
18,55,533,3337,shipped
904,55,313,2527,delivered
869,55,284,6682,delivered
812,55,679,3510,ordered
840,56,512,414,ordered
897,56,469,5832,shipped
725,56,41,2758,shipped
43,56,954,6242,delivered
97,56,646,1250,delivered
830,57,179,8367,shipped
746,57,339,9281,ordered
83,58,490,7409,delivered
502,58,457,6137,ordered
651,58,253,5366,delivered
270,58,851,1388,delivered
913,58,51,2200,ordered
6,58,172,8008,shipped
76,58,514,149,ordered
784,58,70,3622,delivered
27,59,604,2464,ordered
711,59,410,9008,ordered
308,60,302,205,shipped
319,60,537,4555,shipped
896,60,43,3645,delivered
187,60,615,1115,shipped
780,60,575,327,ordered
532,60,943,2450,ordered
428,60,930,6376,shipped
133,60,722,2265,delivered
321,60,200,8123,delivered
44,60,156,4574,delivered
160,60,178,1279,ordered
814,60,293,1073,ordered
29,60,536,3264,delivered
565,60,57,5024,delivered
349,60,793,8288,shipped
548,60,246,2879,shipped
997,60,882,6866,shipped
77,60,48,3679,ordered
417,60,831,7834,ordered
639,61,987,4652,shipped
647,61,848,4658,shipped
667,61,774,1008,shipped
669,61,770,5106,ordered
651,61,379,5366,delivered
102,61,267,2691,ordered
748,61,987,3594,shipped
418,61,173,3151,shipped
92,62,709,2935,ordered
531,62,185,7364,shipped
27,63,744,2464,shipped
303,63,481,460,delivered
269,63,466,5087,ordered
257,63,419,4376,shipped
762,63,505,8159,delivered
394,63,137,8604,ordered
51,63,740,9538,shipped
39,63,618,3069,delivered
42,63,428,3993,ordered
509,63,676,9544,shipped
127,64,518,9959,shipped
249,65,395,658,shipped
236,65,358,9617,shipped
374,65,210,2708,ordered
78,65,220,5208,shipped
197,65,521,4502,shipped
806,65,942,6716,shipped
234,66,811,1869,shipped
364,66,655,7508,delivered
627,66,605,9861,shipped
879,66,452,5238,ordered
499,66,374,8194,delivered
346,66,178,4878,shipped
271,66,157,9439,ordered
51,66,293,9538,delivered
763,66,120,4780,shipped
129,66,37,7525,ordered
253,66,738,744,shipped
832,66,240,4668,delivered
541,66,955,8379,delivered
10,66,902,3190,ordered
684,66,514,3982,shipped
843,67,213,4378,shipped
786,67,302,9342,ordered
227,67,143,6060,delivered
443,67,852,6770,ordered
573,67,317,5743,ordered
955,67,871,7237,delivered
509,68,49,9544,delivered
19,68,251,1839,delivered
192,68,539,8423,delivered
166,68,670,9093,shipped
363,69,11,8656,ordered
692,69,328,7665,shipped
454,69,552,8300,delivered
968,69,816,7523,ordered
41,70,743,7967,ordered
978,70,906,4842,ordered
398,70,317,8416,ordered
558,70,88,8151,shipped
590,70,109,3924,ordered
599,70,78,6660,shipped
823,70,654,8569,ordered
696,70,220,448,ordered
707,70,939,8395,ordered
232,71,541,8862,shipped
636,71,655,1796,ordered
931,71,389,6808,delivered
945,72,252,4373,shipped
282,72,944,3633,ordered
510,72,126,1319,ordered
597,72,794,8970,shipped
961,72,233,6069,ordered
909,72,163,6204,shipped
164,73,214,1325,delivered
595,73,986,3594,ordered
478,74,609,9270,delivered
611,74,264,8854,ordered
858,74,671,9879,shipped
573,74,564,5743,ordered
834,74,569,1905,shipped
310,74,654,863,ordered
570,74,925,1984,ordered
291,74,73,606,delivered
923,74,691,9274,shipped
560,74,301,621,ordered
89,74,94,538,ordered
479,74,459,3457,shipped
194,74,904,9097,shipped
137,74,891,6351,delivered
25,74,865,9909,shipped
701,74,348,9123,shipped
270,74,33,1388,delivered
192,74,416,8423,ordered
938,74,114,4036,delivered
343,74,618,8664,shipped
408,75,72,8393,ordered
102,75,947,2691,shipped
671,76,362,4966,shipped
941,77,568,380,shipped
398,77,942,8416,shipped
451,77,384,2764,shipped
250,77,100,6095,ordered
673,77,936,1261,ordered
90,77,314,8388,ordered
757,77,372,8885,shipped
972,77,557,3966,delivered
15,77,940,2782,shipped
994,77,975,4077,shipped
199,77,270,9705,delivered
315,77,970,3432,shipped
432,77,164,4337,delivered
767,78,535,3227,delivered
939,78,162,9961,delivered
937,78,731,5955,delivered
332,78,565,79,shipped
50,78,696,5696,delivered
421,78,201,8550,shipped
875,78,543,5723,delivered
5,78,533,38,delivered
929,78,654,9884,ordered
162,78,782,685,delivered
982,78,646,2949,shipped
781,78,52,7919,ordered
735,78,365,6296,ordered
281,78,211,3625,shipped
430,78,780,1932,ordered
62,78,45,4374,shipped
321,78,914,8123,ordered
374,78,486,2708,shipped
185,79,290,9824,shipped
234,80,694,1869,delivered
672,80,911,6491,shipped
144,80,142,2926,ordered
224,80,382,2086,shipped
789,80,417,8841,ordered
760,80,435,916,shipped
704,80,976,2129,delivered
111,80,562,910,shipped
940,80,495,5500,ordered
20,80,855,8604,ordered
451,81,711,2764,delivered
711,81,865,9008,shipped
558,81,986,8151,delivered
384,81,454,3750,shipped
937,81,27,5955,shipped
591,81,291,8533,delivered
32,81,380,617,delivered
507,81,692,6713,delivered
908,81,395,4351,delivered
587,81,509,8131,shipped
117,81,731,4721,shipped
104,81,626,7082,ordered
452,82,339,4033,delivered
848,82,21,871,shipped
660,82,573,3289,shipped
337,82,22,351,ordered
32,82,763,617,shipped
378,82,282,3933,delivered
493,82,891,6273,delivered
152,82,307,6121,delivered
717,82,76,4169,ordered
835,82,138,6456,delivered
442,82,394,9887,ordered
771,82,549,7051,delivered
815,82,95,7594,ordered
85,83,501,6404,ordered
903,83,645,5111,shipped
657,83,329,7668,delivered
319,84,875,4555,delivered
59,85,176,7831,shipped
737,85,868,5019,delivered
181,85,689,9516,ordered
591,85,106,8533,shipped
158,85,203,4030,shipped
800,86,433,7816,shipped
967,87,527,5766,ordered
76,87,540,149,ordered
598,87,463,2230,shipped
70,87,813,5592,shipped
735,87,42,6296,delivered
102,87,402,2691,delivered
648,87,987,472,delivered
223,87,340,4939,ordered
640,87,609,4281,shipped
856,87,526,7335,delivered
458,87,676,3944,shipped
435,87,376,8009,shipped
369,87,610,4441,delivered
558,87,222,8151,shipped
313,87,853,2313,shipped
523,88,299,803,shipped
85,88,367,6404,delivered
173,88,435,3976,shipped
267,88,137,1012,shipped
121,89,938,8550,delivered
340,89,926,8319,delivered
251,89,253,7302,shipped
460,89,484,4203,delivered
896,89,44,3645,shipped
219,89,465,8520,ordered
491,89,438,8702,shipped
666,89,257,7316,delivered
432,89,469,4337,ordered
308,89,603,205,ordered
294,89,336,8583,delivered
213,89,178,9720,delivered
912,89,73,9008,shipped
629,89,883,8056,ordered
258,89,64,273,ordered
407,89,907,9771,ordered
889,89,562,3652,ordered
818,89,112,7980,delivered
571,89,525,6228,ordered
820,89,153,5487,ordered
613,90,586,3696,delivered
225,90,551,7131,ordered
1001,90,88,8444,delivered
233,91,556,2766,ordered
200,91,22,4060,delivered
590,91,848,3924,delivered
332,91,461,79,shipped
779,91,906,2356,delivered
611,91,696,8854,shipped
135,91,609,6912,ordered
605,91,565,9476,ordered
496,91,669,5019,shipped
364,91,969,7508,delivered
949,91,389,9972,shipped
263,91,37,9251,delivered
509,91,75,9544,ordered
966,91,753,5112,delivered
303,91,901,460,shipped
513,91,204,7374,delivered
710,91,157,5260,ordered
345,91,132,6635,delivered
954,92,381,4449,delivered
16,92,844,9215,shipped
684,92,589,3982,shipped
25,92,88,9909,delivered
358,92,508,6033,delivered
660,93,311,3289,shipped
243,93,549,7758,delivered
415,93,283,3173,ordered
551,93,818,2288,shipped
398,93,127,8416,delivered
996,93,532,6059,shipped
231,93,883,8099,delivered
137,93,739,6351,ordered
445,94,364,4935,delivered
744,95,435,8121,ordered
400,95,373,3229,shipped
160,95,911,1279,shipped
807,95,642,5131,delivered
580,95,54,8831,ordered
544,95,752,3478,shipped
315,95,165,3432,ordered
573,95,88,5743,shipped
444,95,887,1156,shipped
528,95,827,4470,shipped
524,95,500,5669,shipped
535,95,167,8169,shipped
626,95,652,1466,delivered
93,95,225,5152,delivered
891,96,979,6690,delivered
518,96,859,5439,shipped
654,96,665,9597,shipped
719,96,732,457,delivered
193,96,75,7764,shipped
528,96,737,4470,shipped
925,96,882,5063,delivered
480,96,97,6614,shipped
886,96,990,1236,shipped
921,96,754,6496,shipped
91,97,973,3833,ordered
671,97,328,4966,ordered
99,98,213,9547,ordered
414,98,375,8675,ordered
761,98,527,5532,ordered
478,98,127,9270,shipped
423,98,771,9865,shipped
744,98,667,8121,ordered
762,98,526,8159,shipped
606,98,724,6075,delivered
276,98,322,8248,ordered
943,98,297,4344,ordered
176,99,114,3689,delivered
350,99,238,3583,shipped
569,99,150,5989,ordered
541,99,447,8379,ordered
7,99,591,3273,shipped
397,99,635,375,shipped
459,99,508,6773,shipped
505,99,409,2604,ordered
877,99,612,1867,delivered
994,99,166,4077,ordered
512,99,453,3452,delivered
791,99,964,4332,shipped
856,99,558,7335,delivered
178,99,107,1611,ordered
755,99,944,3898,delivered
789,99,27,8841,shipped
609,100,689,900,delivered
118,100,210,9170,shipped
625,100,645,1977,delivered
920,100,925,7539,shipped
792,100,230,8194,delivered
538,100,352,1529,ordered
993,101,959,906,ordered
734,101,821,168,ordered
742,101,268,1217,ordered
985,101,189,6775,delivered
10,101,851,3190,delivered
807,101,64,5131,delivered
538,101,507,1529,delivered
890,102,434,3022,ordered
222,102,750,2610,ordered
642,102,450,2740,delivered
612,102,395,9133,shipped
672,102,992,6491,delivered
957,102,269,4746,shipped
159,102,992,828,shipped
295,102,67,5644,shipped
481,102,363,6838,shipped
97,102,688,1250,shipped
76,102,112,149,shipped
477,102,871,139,ordered
577,102,862,3398,delivered
432,102,809,4337,ordered
767,102,936,3227,ordered
989,102,689,6240,shipped
123,102,527,4860,shipped
386,102,291,3924,ordered
171,102,736,6530,ordered
459,103,456,6773,shipped
117,103,806,4721,shipped
982,103,825,2949,ordered
791,103,688,4332,ordered
510,103,15,1319,ordered
197,103,877,4502,ordered
910,103,753,6703,ordered
838,103,42,7934,shipped
568,103,376,1243,shipped
921,103,437,6496,shipped
597,103,811,8970,delivered
257,103,314,4376,delivered
835,103,453,6456,ordered
177,103,575,5259,delivered
446,103,371,4955,ordered
286,103,778,8111,shipped
794,103,457,2610,delivered
679,103,706,4352,ordered
903,103,565,5111,delivered
981,104,567,146,shipped
860,104,873,2977,ordered
387,104,491,2305,delivered
772,104,801,546,delivered
620,104,668,311,shipped
133,104,131,2265,delivered
50,104,988,5696,delivered
319,104,378,4555,shipped
81,104,329,1308,ordered
594,104,422,6713,shipped
654,104,455,9597,ordered
293,104,498,1989,delivered
376,104,822,68,ordered
11,104,949,8236,delivered
90,104,811,8388,ordered
350,104,596,3583,delivered
27,104,29,2464,delivered
769,104,40,7240,shipped
431,104,81,1272,delivered
837,105,262,6220,delivered
191,105,485,9451,ordered
16,105,930,9215,shipped
526,105,25,3535,ordered
825,105,70,9009,delivered
963,105,629,2526,delivered
245,105,806,5384,shipped
68,106,146,2914,delivered
65,106,344,1238,shipped
454,106,418,8300,delivered
640,106,676,4281,shipped
319,106,421,4555,delivered
440,106,309,2994,shipped
589,106,315,4670,delivered
791,106,121,4332,shipped
888,106,786,1889,delivered
735,106,878,6296,delivered
787,106,220,4024,ordered
224,106,322,2086,ordered
705,106,401,7040,delivered
885,106,253,9290,delivered
309,107,996,3592,shipped
773,107,798,5393,delivered
146,107,170,7347,ordered
890,107,543,3022,delivered
403,107,587,904,delivered
190,107,959,4531,ordered
982,107,601,2949,delivered
470,107,540,6773,shipped
114,107,178,1513,delivered
202,107,612,2725,shipped
334,107,416,7138,ordered
626,107,189,1466,shipped
580,107,204,8831,ordered
87,108,475,2459,ordered
828,108,271,500,ordered
806,108,864,6716,delivered
337,108,794,351,ordered
483,108,841,890,ordered
959,108,186,7268,delivered
649,108,760,8174,delivered
501,108,847,7022,shipped
257,108,635,4376,delivered
893,109,415,3516,delivered
45,109,764,2805,delivered
551,109,535,2288,shipped
750,109,439,4437,shipped
36,109,35,1890,ordered
865,109,385,1176,delivered
532,109,735,2450,delivered
260,109,274,7708,delivered
16,110,359,9215,shipped
664,110,76,6584,ordered
192,110,607,8423,ordered
154,110,184,453,shipped
974,110,484,318,delivered
909,110,655,6204,delivered
311,110,952,7626,shipped
732,110,502,7950,ordered
683,110,120,5172,delivered
672,110,668,6491,delivered
420,110,403,7058,ordered
316,110,636,8869,delivered
84,110,356,4374,shipped
652,111,40,2368,ordered
941,111,551,380,ordered
792,111,988,8194,delivered
779,111,56,2356,ordered
721,111,212,7935,shipped
812,111,365,3510,ordered
35,111,471,5747,ordered
835,111,197,6456,delivered
430,111,431,1932,delivered
450,111,405,7370,ordered
795,111,378,314,ordered
